pickup_street,pickup_street2,pickup_city,pickup_state,pickup_zipcode,order_id,dropoff_street,dropoff_street2,dropoff_city,dropoff_state,dropoff_zipcode,dropoff_earliest_datetime,dropoff_latest_datetime,customer_name,customer_email,customer_phone_number,dropoff_notes,delivery_items,signature_required,delivery_proof_photo_required,sms_enabled,workload
2721 Teagarden St,,San Leandro,CA,94577,b5b1632a-65a4-4433-a921-e23c0b24e39e,609 N St,,Anchorage,AK,99501,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,04e7eaaa-af6d-437a-b571-a11c0c3130ae,1311 W 7th Ave,,Anchorage,AK,99501,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,Leave at front door,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,8eaed8c3-0ef2-411f-a145-ca97dfd976a6,704 O St,,Anchorage,AK,99501,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,Leave at front door,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,e698bbbb-5431-438d-848f-d80612a8478e,1627 W 11th Ave,,Anchorage,AK,99501,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,Leave at front door,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,8e05452f-f7eb-47bb-a465-3d97b9692b66,1843 Bootlegger Cove Dr,,Anchorage,AK,99501,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,2b838f6f-7be3-40d2-a32c-6bfe6b14a3eb,1601 Hidden Ln,,Anchorage,AK,99501,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,c45ac67c-b9d7-4031-85dc-0df81825aaba,5041 Southampton Dr,Apt #1,Anchorage,AK,99503,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,Other,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,1aae7ae2-acba-4374-a684-a6eb924682ce,5050 Nottingham Way,DO NOT LEAVE AT GARAGE (DOWNSTAIRS),Anchorage,AK,99503,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,Leave at front door,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,e74389dc-4918-48e3-bf24-e1d0aa17c0f4,5061 Buckingham Way,,Anchorage,AK,99503,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,Leave at front door,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,86525872-c3f6-407c-8da8-fbdbd9e0e86b,4900 Newcastle Way,,Anchorage,AK,99503,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,Leave at front door,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,48a04ce4-d690-4f07-8e11-4f72c36897aa,4858 Canterbury Way,Apt 115,Anchorage,AK,99503,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,Leave at front door,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,30d71db8-5dcb-483e-90c6-15ccc52ff0cc,4629 Kent St,,Anchorage,AK,99503,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,Leave at front door,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,fdaa0693-e505-4787-a261-86ed3f4154cd,615 W 45th Ave,,Anchorage,AK,99503,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,Leave at front door,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,97eb4d6a-2ea6-4594-9511-47659e25b118,521 W Tudor Rd,,Anchorage,AK,99503,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,Leave at front door,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,1a0b8d95-68e7-456b-af57-cb0df786034b,4337 Bering St,,Anchorage,AK,99503,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,Leave at front door,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,2bf78ffb-dca6-44ce-a942-f042c2cee38e,4339 Bering St,,Anchorage,AK,99503,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,Leave at front door,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,6db1d8a3-fa09-4307-a0b6-ee4bb0a76b41,4040 B St,,Anchorage,AK,99503,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,9c1242f6-2ac6-4431-be75-bd163fe961a6,2914 Eide St,,Anchorage,AK,99503,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,Leave at front door,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,ccccf1ce-5fb7-4c2a-aee2-d3b93f82a257,2914 Eide St,,Anchorage,AK,99503,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,,,0,1,0,0.1
2721 Teagarden St,,San Leandro,CA,94577,9d8d00bd-21a8-4694-8992-97510f44aa1c,30 W 30th Ave,,Anchorage,AK,99503,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,29bc5672-89d5-45e1-a9f1-d5aedb9f8e45,1510 Nunaka Dr,,Anchorage,AK,99504,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,Leave at front door,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,49252de8-8100-497b-8931-361c54d7f69c,1513 Nunaka Dr,,Anchorage,AK,99504,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,Leave at front door,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,5af1bab3-8f8c-4d53-b012-f3692f322d33,5808 Buckner Dr,,Anchorage,AK,99504,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,b1e9d83c-7814-4241-b395-ac7f711f4659,5910 DeBarr Rd,,Anchorage,AK,99504,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,Leave behind stone post,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,cd2afc5d-cfc9-4240-8142-3ca1513681ec,1299 Norman St,,Anchorage,AK,99504,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,Leave at front door,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,bda0d4a0-1417-4171-af89-a834f3a9a09d,1001 Boniface Pkwy,UNIT 325,Anchorage,AK,99504,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,#0325,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,70e55a35-a8c9-4518-879c-c5eeaf70cf7d,1001 Boniface Pkwy,,Anchorage,AK,99504,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,Leave at front door,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,7d95fc04-dc81-4777-8def-c15f2b26280c,1001 Boniface Pkwy,,Anchorage,AK,99504,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,66cc1cb6-ed9e-40a0-9720-ce32a24580c7,5901 E 6th Ave,,Anchorage,AK,99504,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,,,0,1,1,
