pickup_street,pickup_street2,pickup_city,pickup_state,pickup_zipcode,order_id,dropoff_street,dropoff_street2,dropoff_city,dropoff_state,dropoff_zipcode,dropoff_earliest_datetime,dropoff_latest_datetime,customer_name,customer_email,customer_phone_number,dropoff_notes,delivery_items,signature_required,delivery_proof_photo_required,sms_enabled,workload
13943 Maryton Ave,,"Santa Fe Springs ",CA,90670,4ddc304c-0e3a-41a6-b514-9af2828b8b45,4447 Charlemagne Ave,,Long Beach,CA,90808,04/22/2025 17:00:00,04/23/2025 07:00:00,QATEST,HueCT@axlehire.com,123239033,2025041685897535815,,0,1,0,
13943 Maryton Ave,,"Santa Fe Springs ",CA,90670,580c3bfa-b044-443e-bdad-1fd8ef7af6fe,4832 Montair Ave,,Long Beach,CA,90808,04/22/2025 17:00:00,04/23/2025 07:00:00,QATEST,HueCT@axlehire.com,123239033,2025041618176212892,,0,1,0,
13943 Maryton Ave,,"Santa Fe Springs ",CA,90670,3cee28f7-ac8c-4f6a-9674-e742468a8f11,4617 Blackthorne Ave,,Long Beach,CA,90808,04/22/2025 17:00:00,04/23/2025 07:00:00,QATEST,HueCT@axlehire.com,123239033,2025041646296366777,,0,1,0,
13943 Maryton Ave,,"Santa Fe Springs ",CA,90670,f7f752ef-4722-42ce-ac3e-192deb5298c2,4528 Ocana Ave,,Lakewood,CA,90713,04/22/2025 17:00:00,04/23/2025 07:00:00,QATEST,HueCT@axlehire.com,123239033,202504186057396877,,0,1,0,
13943 Maryton Ave,,"Santa Fe Springs ",CA,90670,0f1068d0-c4b5-4606-b032-2348770fcdc2,4315 WHITEWOOD AVE,,LONG BEACH,CA,90808-1323,04/22/2025 17:00:00,04/23/2025 07:00:00,QATEST,HueCT@axlehire.com,123239033,2,299928129_1,0,1,0,
13943 Maryton Ave,,"Santa Fe Springs ",CA,90670,3fd062ba-d64b-4d3f-ad65-ffbaf897e4cf,3927 N Greenbrier Rd,,LONG BEACH,CA,90808,04/22/2025 17:00:00,04/23/2025 07:00:00,QATEST,HueCT@axlehire.com,123239033,,,0,1,1,
13943 Maryton Ave,,"Santa Fe Springs ",CA,90670,2c97e7d3-7670-4d52-9734-5d85a9066ad4,4939 Premiere Ave,,Lakewood,CA,90712,04/22/2025 17:00:00,04/23/2025 07:00:00,QATEST,HueCT@axlehire.com,123239033,,,0,1,1,
13943 Maryton Ave,,"Santa Fe Springs ",CA,90670,3a0f93f2-397d-46e4-ac99-6d582b3eb309,4827 FACULTY AVE,,LONG BEACH,CA,90808,04/22/2025 17:00:00,04/23/2025 07:00:00,QATEST,HueCT@axlehire.com,123239033,,,0,1,1,
13943 Maryton Ave,,"Santa Fe Springs ",CA,90670,79800bff-dadc-4dc1-a6cb-d35dd923b693,4500 E Harvey Way,,Long Beach,CA,90808,04/22/2025 17:00:00,04/23/2025 07:00:00,QATEST,HueCT@axlehire.com,123239033,,,0,1,1,
13943 Maryton Ave,,"Santa Fe Springs ",CA,90670,b5e286ba-a4ee-4467-957e-fa36dae86c17,5014 Bellflower Blvd,,Lakewood,CA,90713,04/22/2025 17:00:00,04/23/2025 07:00:00,QATEST,HueCT@axlehire.com,123239033,Leave at front door,,0,1,1,
13943 Maryton Ave,,"Santa Fe Springs ",CA,90670,14ccf567-bc1e-4074-a07b-fef4e32af6fa,4734 Hazelbrook Ave,,Long Beach,CA,90808,04/22/2025 17:00:00,04/23/2025 07:00:00,QATEST,HueCT@axlehire.com,123239033,,LAX_LAX_JITSU_GROUND,0,1,0,
13943 Maryton Ave,,"Santa Fe Springs ",CA,90670,c5c6d403-6371-45ee-a38e-aca9fc0af6d7,4321 Sunfield Ave,,Long Beach,CA,90808,04/22/2025 17:00:00,04/23/2025 07:00:00,QATEST,HueCT@axlehire.com,123239033,,AIR_LAX_JITSU_GROUND,0,1,0,
13943 Maryton Ave,,"Santa Fe Springs ",CA,90670,7f306cc0-9f69-4495-b8e5-819063e90c9f,"5556 E Harco St  ",,Long Beach,CA,90808,04/22/2025 17:00:00,04/23/2025 07:00:00,QATEST,HueCT@axlehire.com,123239033,,,0,1,0,
13943 Maryton Ave,,"Santa Fe Springs ",CA,90670,ba1d036f-fe5b-46d7-98a8-12160008f109,5512 E PEABODY ST,,LONG BEACH,CA,90808-2609,04/22/2025 17:00:00,04/23/2025 07:00:00,QATEST,HueCT@axlehire.com,123239033,,"UN1845 DRY ICE, CLASS 9 1x 2.3KG, #1375906, 4/17/2025",0,1,0,
13943 Maryton Ave,,"Santa Fe Springs ",CA,90670,1684e6dc-eaff-4973-8e95-1470f418ff14,4111 1/4 Charlemagne Ave,,Long Beach,CA,90808,04/22/2025 17:00:00,04/23/2025 07:00:00,QATEST,HueCT@axlehire.com,123239033,,175660763,0,1,1,0.2
